0.0, 0.0
0.005, 3.4615384615384616E-7
0.01, 8.0E-6
0.015, 4.869230769230769E-5
0.02, 1.871153846153846E-4
0.025, 5.62826923076923E-4
0.030000000000000002, 0.001294923076923077
0.035, 0.0026962307692307693
0.04, 0.00489525
0.045, 0.008267903846153847
0.049999999999999996, 0.013040076923076923
0.05499999999999999, 0.018895365384615385
0.05999999999999999, 0.026081557692307692
0.06499999999999999, 0.03455051923076923
0.06999999999999999, 0.043574576923076924
0.075, 0.05256628846153846
0.08, 0.06170003846153846
0.085, 0.06997871153846154
0.09000000000000001, 0.07743807692307693
0.09500000000000001, 0.08402125
